areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate
K02000001,United Kingdom,overview,2020-05-26,37329
K02000001,United Kingdom,overview,2020-05-25,37115
K02000001,United Kingdom,overview,2020-05-24,36915
K02000001,United Kingdom,overview,2020-05-23,36719
K02000001,United Kingdom,overview,2020-05-22,36499
K02000001,United Kingdom,overview,2020-05-21,36276
K02000001,United Kingdom,overview,2020-05-20,36038
K02000001,United Kingdom,overview,2020-05-19,35770
K02000001,United Kingdom,overview,2020-05-18,35495
K02000001,United Kingdom,overview,2020-05-17,35202
K02000001,United Kingdom,overview,2020-05-16,34935
K02000001,United Kingdom,overview,2020-05-15,34621
K02000001,United Kingdom,overview,2020-05-14,34307
K02000001,United Kingdom,overview,2020-05-13,33973
K02000001,United Kingdom,overview,2020-05-12,33656
K02000001,United Kingdom,overview,2020-05-11,33335
K02000001,United Kingdom,overview,2020-05-10,33026
K02000001,United Kingdom,overview,2020-05-09,32678
K02000001,United Kingdom,overview,2020-05-08,32300
K02000001,United Kingdom,overview,2020-05-07,31917
K02000001,United Kingdom,overview,2020-05-06,31456
K02000001,United Kingdom,overview,2020-05-05,30996
K02000001,United Kingdom,overview,2020-05-04,30531
K02000001,United Kingdom,overview,2020-05-03,30047
K02000001,United Kingdom,overview,2020-05-02,29597
K02000001,United Kingdom,overview,2020-05-01,29103
K02000001,United Kingdom,overview,2020-04-30,28535
K02000001,United Kingdom,overview,2020-04-29,27984
K02000001,United Kingdom,overview,2020-04-28,27412
K02000001,United Kingdom,overview,2020-04-27,26853
K02000001,United Kingdom,overview,2020-04-26,26258
K02000001,United Kingdom,overview,2020-04-25,25625
K02000001,United Kingdom,overview,2020-04-24,24978
K02000001,United Kingdom,overview,2020-04-23,24295
K02000001,United Kingdom,overview,2020-04-22,23617
K02000001,United Kingdom,overview,2020-04-21,22886
K02000001,United Kingdom,overview,2020-04-20,22141
K02000001,United Kingdom,overview,2020-04-19,21358
K02000001,United Kingdom,overview,2020-04-18,20590
K02000001,United Kingdom,overview,2020-04-17,19790
K02000001,United Kingdom,overview,2020-04-16,18971
K02000001,United Kingdom,overview,2020-04-15,18128
K02000001,United Kingdom,overview,2020-04-14,17250
K02000001,United Kingdom,overview,2020-04-13,16393
K02000001,United Kingdom,overview,2020-04-12,15497
K02000001,United Kingdom,overview,2020-04-11,14539
K02000001,United Kingdom,overview,2020-04-10,13583
K02000001,United Kingdom,overview,2020-04-09,12639
K02000001,United Kingdom,overview,2020-04-08,11638
K02000001,United Kingdom,overview,2020-04-07,10562
K02000001,United Kingdom,overview,2020-04-06,9563
K02000001,United Kingdom,overview,2020-04-05,8668
K02000001,United Kingdom,overview,2020-04-04,7751
K02000001,United Kingdom,overview,2020-04-03,6845
K02000001,United Kingdom,overview,2020-04-02,6005
K02000001,United Kingdom,overview,2020-04-01,5199
K02000001,United Kingdom,overview,2020-03-31,4430
K02000001,United Kingdom,overview,2020-03-30,3769
K02000001,United Kingdom,overview,2020-03-29,3179
K02000001,United Kingdom,overview,2020-03-28,2673
K02000001,United Kingdom,overview,2020-03-27,2237
K02000001,United Kingdom,overview,2020-03-26,1839
K02000001,United Kingdom,overview,2020-03-25,1477
K02000001,United Kingdom,overview,2020-03-24,1174
K02000001,United Kingdom,overview,2020-03-23,937
K02000001,United Kingdom,overview,2020-03-22,751
K02000001,United Kingdom,overview,2020-03-21,587
K02000001,United Kingdom,overview,2020-03-20,457
K02000001,United Kingdom,overview,2020-03-19,348
K02000001,United Kingdom,overview,2020-03-18,275
K02000001,United Kingdom,overview,2020-03-17,207
K02000001,United Kingdom,overview,2020-03-16,155
K02000001,United Kingdom,overview,2020-03-15,108
K02000001,United Kingdom,overview,2020-03-14,76
K02000001,United Kingdom,overview,2020-03-13,54
K02000001,United Kingdom,overview,2020-03-12,38
K02000001,United Kingdom,overview,2020-03-11,25
K02000001,United Kingdom,overview,2020-03-10,17
K02000001,United Kingdom,overview,2020-03-09,14
K02000001,United Kingdom,overview,2020-03-08,9
K02000001,United Kingdom,overview,2020-03-07,6
K02000001,United Kingdom,overview,2020-03-06,6
K02000001,United Kingdom,overview,2020-03-05,6
K02000001,United Kingdom,overview,2020-03-04,3
K02000001,United Kingdom,overview,2020-03-03,3
K02000001,United Kingdom,overview,2020-03-02,1
